[LA 6948] Jokewithpermutation,https://icpcarchive.ecs.baylor.edu/index.php?option=onlinejudge&Itemid=8&page=show_problem&problem=4960,,,,,,,
[LA 6954] Euclidian TSP,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=4966,,,,,,,
[LA 6973] Excavator Contest,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=4985,,,,,,,
[LA 7000] Present Problem,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&category=674&page=show_problem&problem=5012,,,,,,,
[LA 7014] Ideal Scoreboard,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=5026,,,,,,,
[LA 7047] Chat,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&category=674&page=show_problem&problem=5059,,,,,,,
[LA 7058] A Curious Matt,https://icpcarchive.ecs.baylor.edu/index.php?option=onlinejudge&page=show_problem&problem=5070,,,,,,,
[LA 6850] Hidden Plus Signs,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=4862,,,,,,,
[LA 7002] Queen on Horse,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=5014,,,,,,,
[LA 7006] Folding a Binary String,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=5018,,,,,,,
[LA 7009] Secret Binary Tree,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=5021,,,,,,,
[LA 7053] NAND,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&category=674&page=show_problem&problem=5065,,,,,,,
[UVa 679] Dropping Balls,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=620,,,,,,,
[UVa 714] Copying Books,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=655,,,,,,,
[UVa 957] Popes,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=898,,,,,,,
[UVa 10077] The Stern-Brocot Number System,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=1018,,,,,,,
[UVa 10341] Solve It,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1282,,,,,,,
[UVa 10369] Arctic Network,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=1310,,,,,,,
[UVa 10474] Where is the Marble,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=1415,,,,,,,
[UVa 11262] Weird Fence,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=2229,,,,,,,
[LA 2565] Calling Extraterrestrial Intelligence Again,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=566,,,,,,,
[LA 5047] Arbiter Login,https://icpcarchive.ecs.baylor.edu/index.php?option=onlinejudge&page=show_problem&problem=3048,,,,,,,
[LA 2949] Elevator Stopping Plan,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=950,,,,,,,
[LA 3795] Against Mammoths,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=1796,,,,,,,
[LA 4445] A Careful Approach,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=2446,,,,,,,
[SPOJ AGGRCOW] Aggressive Cows,http://www.spoj.com/problems/AGGRCOW/,,,,,,,
[LOJ 1043] Triangle Partitioning,http://lightoj.com/volume_showproblem.php?problem=1043,,,,,,,
[LOJ 1048] Conquering Keokradong,http://lightoj.com/volume_showproblem.php?problem=1048,,,,,,,
[LOJ 1056] Olympics,http://lightoj.com/volume_showproblem.php?problem=1056,,,,,,,
[LOJ 1062] Crossed Ladders,http://lightoj.com/volume_showproblem.php?problem=1062,,,,,,,
[LOJ 1076] Get the Containers,http://lightoj.com/volume_showproblem.php?problem=1076,,,,,,,
[LOJ 1088] Points in Segments,http://lightoj.com/volume_showproblem.php?problem=1088,,,,,,,
[LOJ 1127] Funny Knapsack,http://lightoj.com/volume_showproblem.php?problem=1127,,,,,,,
[LOJ 1137] Expanding Rods,http://lightoj.com/volume_showproblem.php?problem=1137,,,,,,,
[LOJ 1138] Trailing Zeroes (III),http://lightoj.com/volume_showproblem.php?problem=1138,,,,,,,
[LOJ 1170] Counting Perfect BST,http://lightoj.com/volume_showproblem.php?problem=1170,,,,,,,
[LOJ 1196] Inhabitants,http://lightoj.com/volume_showproblem.php?problem=1196,,,,,,,
[LOJ 1235] COIN Change (IV),http://lightoj.com/volume_showproblem.php?problem=1235,,,,,,,
[LOJ 1276] Very Lucky Numbers,http://lightoj.com/volume_showproblem.php?problem=1276,,,,,,,
[LOJ 1280] Best Grade,http://lightoj.com/volume_showproblem.php?problem=1280,,,,,,,
[LOJ 1307] Counting Triangles,http://lightoj.com/volume_showproblem.php?problem=1307,,,,,,,
[LOJ 1358] Fukushima Nuclear Blast,http://lightoj.com/volume_showproblem.php?problem=1358,,,,,,,
[LOJ 1383] Underwater Snipers,http://lightoj.com/volume_showproblem.php?problem=1383,,,,,,,
[LOJ 1384] Stream My Contest,http://lightoj.com/volume_showproblem.php?problem=1384,,,,,,,
[LOJ 1391] Speed Zones,http://lightoj.com/volume_showproblem.php?problem=1391,,,,,,,
[LOJ 1146] Closest Distance,http://lightoj.com/volume_showproblem.php?problem=1146,,,,,,,
[LOJ 1240] Point Segment Distance (3D),http://lightoj.com/volume_showproblem.php?problem=1240,,,,,,,
[UVa 410] Station Balance,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=351,,,,,,,
[UVa 10020] Minimal Coverage,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=961,,,,,,,
[UVa 10340] All in All,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1281,,,,,,,
[UVa 10440] Ferry Loading II,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1381,,,,,,,
[UVa 10670] Work Reduction,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=1611,,,,,,,
[UVa 10763] Foreign Exchange,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=1704,,,,,,,
[UVa 11054] Wine Trading in Gergovia,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=1995,,,,,,,
[UVa 11292] Dragon of Loowater,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=2267,,,,,,,
[UVa 11369] Shopaholic,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=2354,,,,,,,
[LA 6789] Superstitious Socks,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=4801,,,,,,,
[LA 6828] Help Cupid,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=4840,,,,,,,
[LA 6829] Intrepid Climber,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=4841,,,,,,,
[LA 6855] Banks,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&category=672&page=show_problem&problem=4867,,,,,,,
[LA 6940] Burrito King,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=4952,,,,,,,
[LA 6957] Hyacinth,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=4969,,,,,,,
[LA 6979] Known Notation,https://icpcarchive.ecs.baylor.edu/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=4991,,,,,,,
[LOJ 1016] Brush (II),http://lightoj.com/volume_showproblem.php?problem=1016,,,,,,,
[LOJ 1166] Old Sorting,http://lightoj.com/volume_showproblem.php?problem=1166,,,,,,,
[LOJ 1198] Karate Competition,http://lightoj.com/volume_showproblem.php?problem=1198,,,,,,,
[LOJ 1219] Mafia,http://lightoj.com/volume_showproblem.php?problem=1219,,,,,,,
[LOJ 1301] Monitoring Processes,http://lightoj.com/volume_showproblem.php?problem=1301,,,,,,,
[LOJ 1328] A Gift from the Setter,http://lightoj.com/volume_showproblem.php?problem=1328,,,,,,,
[LOJ 1363] Binary Matrix (II),http://lightoj.com/volume_showproblem.php?problem=1363,,,,,,,
[LOJ 1374] Confusion in the Problemset,http://lightoj.com/volume_showproblem.php?problem=1374,,,,,,,
[LOJ 1389] Scarecrow,http://lightoj.com/volume_showproblem.php?problem=1389,,,,,,,
[LOJ 1396] Palindromic Numbers (III),http://lightoj.com/volume_showproblem.php?problem=1396,,,,,,,
[LOJ 1425] The Monkey and the Oiled Bamboo,http://lightoj.com/volume_showproblem.php?problem=1425,,,,,,,
[UVa 160] Factors and Factorials,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=96,,,,,,,
[UVa 294] Divisors,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=230,,,,,,,
[UVa 406] Prime Cuts,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=347,,,,,,,
[UVa 412] Pi,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=353,,,,,,,
[UVa 516] Prime Land,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=457,,,,,,,
[UVa 543] Goldbach's Conjecture,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=484,,,,,,,
[UVa 583] Prime Factors,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=24&page=show_problem&problem=524,,,,,,,
[UVa 686] Goldbach's Conjecture (II),https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=627,,,,,,,
[UVa 884] Factorial Factors,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=825,,,,,,,
[UVa 10061] How Many Zero's and How Many Digits,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=1002,,,,,,,
[UVa 10139] Factovisors,https://uva.onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&page=show_problem&problem=1080,,,,,,,
[UVa 10140] Prime Distance,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1081,,,,,,,
[UVa 10168] Summation of Four Primes,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1109,,,,,,,
[UVa 10179] Irreducable Basic Fractions,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1120,,,,,,,
[UVa 10212] The Last Non-zero Digit,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1153,,,,,,,
[UVa 10299] Relatives,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1240,,,,,,,
[UVa 10311] Goldbach and Euler,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1252,,,,,,,
[UVa 10392] Factoring Large Numbers,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1333,,,,,,,
[UVa 10394] Twin Primes,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1335,,,,,,,
[UVa 10407] Simple Division,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1348,,,,,,,
[UVa 10484] Divisibility of Factors,https://uva.onlinejudge.org/index.php?option=onlinejudge&page=show_problem&problem=1425,,,,,,,
